"","dc_key","race","sex","fatal","date","has_court_case","age","street_name","block_number","zip_code","council_district","police_district","neighborhood","house_district","senate_district","school_catchment","lng","lat","year"
"451","2.02302E+11","White (Non-Hispanic)","Female","Nonfatal","10/5/2023 19:07","No",32,"WHITAKER AVE",7500,19111,10,2,"Rhawnhurst-Fox Chase",172,5,"Kennedy C. Crossan School",-75.073081,40.06112,2023
"452","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","10/4/2023 23:21","No",22,"N CROSKEY ST",2700,19132,8,39,"Nicetown-Tioga",197,3,"Thomas M. Peirce School",-75.168114,39.995748,2023
"453","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","10/4/2023 20:10","No",36,"MASTER ST",5500,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.232456,39.973626,2023
"454","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","10/4/2023 20:10","No",16,"MASTER ST",5500,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.232456,39.973626,2023
"455","2.02302E+11","Other/Unknown","Male","Fatal","10/4/2023 19:07","No",NA,"WHITAKER AVE",7500,19111,10,2,"Rhawnhurst-Fox Chase",172,5,"Kennedy C. Crossan School",-75.073081,40.06112,2023
"456","2.02302E+11","White (Non-Hispanic)","Male","Nonfatal","10/4/2023 19:07","No",34,"WHITAKER AVE",7500,19111,10,2,"Rhawnhurst-Fox Chase",172,5,"Kennedy C. Crossan School",-75.073081,40.06112,2023
"457","2.02302E+11","White (Non-Hispanic)","Male","Nonfatal","10/4/2023 19:07","No",33,"WHITAKER AVE",7500,19111,10,2,"Rhawnhurst-Fox Chase",172,5,"Kennedy C. Crossan School",-75.073081,40.06112,2023
"458","2.02302E+11","White (Non-Hispanic)","Male","Nonfatal","10/4/2023 19:07","No",37,"WHITAKER AVE",7500,19111,10,2,"Rhawnhurst-Fox Chase",172,5,"Kennedy C. Crossan School",-75.073081,40.06112,2023
"459","2.02315E+11","Black (Non-Hispanic)","Female","Nonfatal","10/4/2023 4:12","Yes",20,"TORRESDALE AVE",4100,19124,7,15,"Frankford",179,2,"Allen M. Stearne School",-75.090559,40.006187,2023
"460","2.02306E+11","White (Non-Hispanic)","Male","Fatal","10/4/2023 3:11","No",38,"APPLETREE ST",1000,19107,1,6,"Center City East",175,1,"General George A. McCall School",-75.156956,39.954234,2023
"461","2.02315E+11","Black (Non-Hispanic)","Male","Fatal","10/4/2023 1:24","Yes",18,"TORRESDALE AVE",4100,19124,7,15,"Frankford",179,2,"Allen M. Stearne School",-75.090559,40.006187,2023
"462","2.02302E+11","White (Non-Hispanic)","Female","Nonfatal","10/3/2023 19:25","Yes",52,"E ROOSEVELT BLVD",4400,19124,9,2,"Lawndale-Crescentville",179,2,"Universal Charter School at Creighton",-75.100525,40.02912,2023
"463","2.02326E+11","White (Non-Hispanic)","Male","Nonfatal","10/3/2023 12:43","No",19,"N FRONT ST",2300,19133,7,26,"Northern Liberties-West Kensington",197,2,"William H. Hunter School",-75.132245,39.984963,2023
"464","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","10/3/2023 11:30","No",24,"N BROAD ST",1600,19121,5,22,"Sharswood-Stanton",181,3,"General George G. Meade School",-75.158153,39.977987,2023
"465","2.02325E+11","White (Non-Hispanic)","Female","Nonfatal","10/2/2023 23:37","No",51,"W VENANGO ST",600,19140,7,25,"Hunting Park-Fairhill",197,3,"Bayard Taylor School",-75.140429,40.006195,2023
"466","2.02325E+11","White (Non-Hispanic)","Male","Nonfatal","10/2/2023 21:05","No",23,"N 7TH ST",3500,19140,7,25,"Hunting Park-Fairhill",197,3,"Bayard Taylor School",-75.140992,40.005781,2023
"467","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","10/2/2023 13:45","No",26,"GRISCOM ST",4200,19124,7,15,"Frankford",177,2,"John Marshall School",-75.092295,40.00935,2023
"468","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","10/2/2023 12:04","Yes",57,"N 16TH ST",2200,19132,5,22,"Sharswood-Stanton",197,3,"Tanner G. Duckrey School",-75.159488,39.986737,2023
"469","2.02302E+11","Black (Non-Hispanic)","Female","Fatal","10/2/2023 4:48","No",42,"LARDNER ST",300,19111,9,2,"Lawndale-Crescentville",203,2,"Benjamin Franklin School",-75.101026,40.047656,2023
"470","2.02302E+11","Black (Non-Hispanic)","Female","Nonfatal","10/2/2023 4:48","No",43,"LARDNER ST",300,19111,9,2,"Lawndale-Crescentville",203,2,"Benjamin Franklin School",-75.101026,40.047656,2023
"471","2.02302E+11","Black (Non-Hispanic)","Male","Fatal","10/2/2023 4:48","No",61,"LARDNER ST",300,19111,9,2,"Lawndale-Crescentville",203,2,"Benjamin Franklin School",-75.101026,40.047656,2023
"472","2.02317E+11","White (Non-Hispanic)","Male","Fatal","10/2/2023 1:28","Yes",39,"WATKINS ST",2300,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.184689,39.930871,2023
"473","2.02302E+11","Black (Non-Hispanic)","Female","Fatal","10/2/2023 0:48","No",63,"LARDNER ST",300,19111,9,2,"Lawndale-Crescentville",203,2,"Benjamin Franklin School",-75.101026,40.047656,2023
"474","2.02319E+11","Black (Non-Hispanic)","Female","Nonfatal","10/1/2023 23:04","No",34,"MARKET ST",5500,19139,4,19,"Haddington-Overbrook",190,7,"John Barry School",-75.232538,39.961021,2023
"475","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","10/1/2023 21:47","No",13,"N 5TH ST",5300,19120,8,35,"Olney-Feltonville",179,3,"Andrew J. Morrison School",-75.131482,40.03192,2023
"476","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","10/1/2023 19:44","No",14,"N 11TH ST",1700,19122,5,22,"Poplar-Temple",181,3,"Paul L. Dunbar School",-75.152553,39.978021,2023
"477","2.02325E+11","Hispanic (Black or White)","Male","Fatal","10/1/2023 17:52","No",24,"W PIKE ST",400,19140,7,25,"Hunting Park-Fairhill",180,2,"Bayard Taylor School",-75.13532,40.01035,2023
"478","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","9/30/2023 21:38","Yes",55,"FRANKFORD AVE",4900,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.080716,40.019879,2023
"479","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","9/30/2023 21:38","Yes",20,"FRANKFORD AVE",4900,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.080716,40.019879,2023
"480","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","9/30/2023 16:15","No",34,"TORRESDALE AVE",5200,19124,7,15,"Wissinoming-Tacony",179,2,"James J. Sullivan School",-75.068876,40.013601,2023
"481","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/30/2023 0:47","No",38,"N 31ST ST",2500,19132,5,22,"Strawberry Mansion",195,7,"Dr. Ethel Allen School",-75.182474,39.994533,2023
"482","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","9/29/2023 21:35","Yes",28,"ISLAND AVE",4200,19153,2,12,"Airport-Navy Yard",185,1,"John M. Patterson School",-75.230609,39.88409,2023
"483","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","9/29/2023 21:11","No",58,"N DOVER ST",2100,19121,5,22,"Strawberry Mansion",195,3,"Richard R. Wright School",-75.179661,39.989142,2023
"484","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/29/2023 21:11","No",59,"N DOVER ST",2100,19121,5,22,"Strawberry Mansion",195,3,"Richard R. Wright School",-75.179661,39.989142,2023
"485","2.02324E+11","Black (Non-Hispanic)","Male","Fatal","9/29/2023 19:39","No",24,"E ALLEGHENY AVE",1900,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.111373,39.994237,2023
"486","2.02324E+11","Hispanic (Black or White)","Male","Nonfatal","9/29/2023 14:46","Yes",28,"E INDIANA AVE",500,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.12169,39.99439,2023
"487","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","9/29/2023 10:40","No",27,"CHEW AVE",5300,19138,8,14,"Germantown",198,4,"Mastery Charter School at Pastorius",-75.159379,40.042198,2023
"488","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","9/28/2023 19:35","No",43,"E PRICE ST",700,19144,8,14,"Germantown",201,4,"Theodore Roosevelt School",-75.167256,40.045034,2023
"489","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","9/28/2023 18:43","No",35,"FRANKFORD AVE",4900,19124,7,15,"Frankford",179,2,"The Philadelphia Charter School for Arts and Sciences",-75.081033,40.019757,2023
"490","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/28/2023 18:43","No",30,"MASTER ST",5100,19131,3,19,"Mill Creek-Parkside",190,7,"Edward Heston School",-75.2243,39.974421,2023
"491","2.02326E+11","Hispanic (Black or White)","Male","Nonfatal","9/28/2023 17:35","Yes",36,"N LAWRENCE ST",2600,19133,7,26,"Northern Liberties-West Kensington",197,2,"John Welsh School",-75.139593,39.990701,2023
"492","2.02302E+11","Hispanic (Black or White)","Male","Fatal","9/28/2023 13:57","Yes",47,"GRANITE ST",800,19124,9,2,"Lawndale-Crescentville",179,2,"Laura H. Carnell School",-75.092394,40.031768,2023
"493","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","9/28/2023 2:23","No",44,"EUCLID ST",5400,19131,4,19,"Overbrook Park-Wynnefield Heights",192,7,"Mastery Charter School at Mann",-75.231867,39.984997,2023
"494","2.02316E+11","Black (Non-Hispanic)","Male","Fatal","9/27/2023 20:47","No",39,"OGDEN ST",3900,19104,3,16,"Mill Creek-Parkside",195,7,"Belmont Charter School",-75.202394,39.9696,2023
"495","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","9/27/2023 19:39","No",39,"E WALNUT LN",1900,19138,9,14,"Ogontz",200,4,"William Rowen School",-75.153867,40.06389,2023
"496","2.02303E+11","Hispanic (Black or White)","Male","Nonfatal","9/27/2023 18:28","Yes",27,"WASHINGTON AVE",900,19147,1,3,"Southwark-Bella Vista",182,1,"Andrew Jackson School",-75.158611,39.936308,2023
"497","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","9/27/2023 17:40","No",33,"PARRISH ST",3900,19104,3,16,"Mill Creek-Parkside",195,7,"Belmont Charter School",-75.202733,39.968562,2023
"498","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/27/2023 12:40","No",23,"N 63RD ST",900,19151,4,19,"Haddington-Overbrook",192,7,"Overbrook Elementary School",-75.24638,39.979692,2023
"499","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/27/2023 12:40","No",40,"N 63RD ST",900,19151,4,19,"Haddington-Overbrook",192,7,"Overbrook Elementary School",-75.24638,39.979692,2023
"500","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/27/2023 12:40","No",35,"N 63RD ST",900,19151,4,19,"Haddington-Overbrook",192,7,"Overbrook Elementary School",-75.24638,39.979692,2023
"501","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","9/26/2023 23:41","No",33,"N ORKNEY ST",2700,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.139527,39.992885,2023
"502","2.02302E+11","Black (Non-Hispanic)","Male","Fatal","9/26/2023 22:10","Yes",36,"ROBBINS ST",1200,19111,9,2,"Oxford Circle",202,2,"Laura H. Carnell School",-75.081564,40.040123,2023
"503","2.02326E+11","Hispanic (Black or White)","Male","Fatal","9/26/2023 21:57","Yes",27,"MUTTER ST",2200,19133,7,26,"Northern Liberties-West Kensington",197,2,"William H. Hunter School",-75.134607,39.984781,2023
"504","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/26/2023 5:44","No",32,"DIAMOND ST",2000,19121,5,22,"Strawberry Mansion",195,3,"Mastery Charter School at Douglass",-75.166447,39.985952,2023
"505","2.02317E+11","Asian","Male","Nonfatal","9/25/2023 23:33","Yes",NA,"S 17TH ST",500,19146,2,17,"Center City West",186,1,"Albert M. Greenfield School",-75.170135,39.945233,2023
"506","2.02325E+11","White (Non-Hispanic)","Male","Nonfatal","9/25/2023 21:31","Yes",57,"N ORIANNA ST",2700,19133,7,25,"Hunting Park-Fairhill",197,2,"Julia de Burgos School",-75.1378,39.992636,2023
"507","2.02335E+11","Black (Non-Hispanic)","Male","Fatal","9/25/2023 1:00","Yes",28,"N CARLISLE ST",4500,19140,8,35,"Logan",198,3,"Edward T. Steel School",-75.14939,40.021681,2023
"508","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/24/2023 5:43","No",24,"W LEHIGH AVE",1500,19132,5,22,"Sharswood-Stanton",197,3,"Tanner G. Duckrey School",-75.156513,39.994183,2023
"509","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/24/2023 0:53","No",28,"HAVERFORD AVE",5200,19139,3,19,"Haddington-Overbrook",190,7,"James Rhoads School",-75.224946,39.964986,2023
"510","2.02326E+11","Asian","Female","Nonfatal","9/23/2023 19:33","Yes",43,"ARAMINGO AVE",0,19125,1,26,"Richmond-Bridesburg",177,2,"Richmond School",-75.121036,39.975231,2023
"511","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","9/23/2023 1:00","Yes",25,"CHESTER AVE",5200,19143,3,12,"Paschall-Kingsessing",186,8,"Benjamin B. Comegys School",-75.220717,39.94133,2023
"512","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","9/22/2023 23:29","No",30,"GERMANTOWN AVE",4100,19140,8,39,"Nicetown-Tioga",198,3,"Edward T. Steel School",-75.154773,40.017754,2023
"513","2.02339E+11","Black (Non-Hispanic)","Male","Fatal","9/22/2023 23:29","No",41,"GERMANTOWN AVE",4100,19140,8,39,"Nicetown-Tioga",198,3,"Edward T. Steel School",-75.154773,40.017754,2023
"514","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/21/2023 8:40","No",15,"FILBERT ST",5800,19139,4,19,"Haddington-Overbrook",190,7,"John Barry School",-75.237172,39.962398,2023
"515","2.02322E+11","White (Non-Hispanic)","Male","Nonfatal","9/21/2023 6:31","No",68,"N PARK AVE",2400,19132,5,22,"Poplar-Temple",181,3,"John F. Hartranft School",-75.154003,39.9903,2023
"516","2.02325E+11","Black (Non-Hispanic)","Male","Fatal","9/21/2023 0:16","No",20,"W LEHIGH AVE",1300,19132,5,22,"Hunting Park-Fairhill",181,3,"Mastery Charter School at Clymer",-75.153314,39.993786,2023
"517","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","9/20/2023 21:06","No",32,"REGENT ST",5500,19143,3,12,"Paschall-Kingsessing",186,8,"S. Weir Mitchell School",-75.22441,39.937938,2023
"518","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/20/2023 20:35","Yes",21,"N 18TH ST",2500,19132,5,22,"Sharswood-Stanton",181,3,"Tanner G. Duckrey School",-75.161643,39.991783,2023
"519","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/20/2023 15:26","No",28,"N RUBY ST",100,19139,3,19,"Haddington-Overbrook",190,7,"Universal Charter School at Daroff",-75.227494,39.962804,2023
"520","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/20/2023 13:26","No",30,"W BERKS ST",5600,19131,4,19,"Overbrook Park-Wynnefield Heights",192,7,"Mastery Charter School at Mann",-75.234858,39.985333,2023
"521","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","9/20/2023 12:48","No",33,"CLIFFORD ST",3100,19121,5,22,"Strawberry Mansion",195,3,"James G. Blaine School",-75.185117,39.982939,2023
"522","2.02317E+11","Black (Non-Hispanic)","Male","Fatal","9/20/2023 10:39","Yes",24,"S BUCKNELL ST",1200,19146,2,17,"Schuylkill-Point Breeze",186,8,"Edwin M. Stanton School",-75.182967,39.938134,2023
"523","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","9/19/2023 12:37","Yes",23,"W ALBANUS ST",1300,19141,8,35,"Logan",201,3,"Jay Cooke School",-75.145138,40.028117,2023
"524","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/19/2023 10:01","No",32,"N GROSS ST",300,19139,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.246639,39.968707,2023
"525","2.02309E+11","Hispanic (Black or White)","Male","Nonfatal","9/18/2023 23:51","Yes",38,"WALNUT ST",1400,19102,2,9,"Center City West",182,1,"Albert M. Greenfield School",-75.165445,39.949464,2023
"526","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/18/2023 23:46","No",41,"N 55TH ST",1200,19131,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.230871,39.971659,2023
"527","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","9/18/2023 19:29","No",23,"E SOMERSET ST",1800,19134,7,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.122542,39.991391,2023
"528","2.02324E+11","Hispanic (Black or White)","Male","Fatal","9/18/2023 19:29","No",19,"E SOMERSET ST",1800,19134,7,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.122542,39.991391,2023
"529","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","9/18/2023 16:21","Yes",36,"N 2ND ST",6200,19120,9,35,"Oak Lane - Fernrock",203,3,"James R. Lowell School",-75.123584,40.045024,2023
"530","2.02307E+11","Black (Non-Hispanic)","Male","Nonfatal","9/18/2023 10:10","No",34,"BYBERRY RD",1200,19116,10,7,"Somerton",170,5,"Watson Comly School",-75.006042,40.116345,2023
"531","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","9/18/2023 1:14","No",23,"FRANKFORD AVE",2800,19134,7,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.120109,39.988873,2023
"532","2.02326E+11","Hispanic (Black or White)","Male","Fatal","9/18/2023 0:22","Yes",42,"ARAMINGO AVE",2400,19125,1,26,"Richmond-Bridesburg",177,2,"Horatio B. Hackett School",-75.12108,39.975385,2023
"533","2.02308E+11","Hispanic (Black or White)","Male","Nonfatal","9/17/2023 22:51","Yes",29,"STRAHLE ST",4600,19136,6,8,"Torresdale South-Pennypack Park",173,5,"Thomas Holme School",-75.012398,40.043713,2023
"534","2.02335E+11","Black (Non-Hispanic)","Male","Fatal","9/17/2023 21:38","Yes",48,"N SYDENHAM ST",5200,19141,8,35,"Logan",198,4,"James Logan School",-75.148853,40.032757,2023
"535","2.02339E+11","Black (Non-Hispanic)","Male","Fatal","9/17/2023 2:33","No",NA,"N BONSALL ST",2800,19132,8,39,"Nicetown-Tioga",197,3,"Thomas M. Peirce School",-75.169176,39.998282,2023
"536","2.02335E+11","Black (Non-Hispanic)","Male","Fatal","9/16/2023 23:27","Yes",22,"W CHEW AVE",1400,19141,8,35,"Ogontz",201,4,"Julia W. Howe School",-75.144638,40.03984,2023
"537","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","9/16/2023 18:45","No",14,"W LOGAN ST",100,19144,8,39,"East Falls-Westside",198,3,"John B. Kelly School",-75.165363,40.02538,2023
"538","2.02314E+11","Black (Non-Hispanic)","Male","Fatal","9/16/2023 12:14","No",26,"N 19TH ST",7300,19126,9,14,"West Oak Lane-Cedarbrook",203,4,"William Rowen School",-75.146685,40.067039,2023
"539","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","9/16/2023 8:50","No",33,"W CUMBERLAND ST",1800,19132,5,22,"Sharswood-Stanton",181,3,"Tanner G. Duckrey School",-75.161899,39.99172,2023
"540","2.02314E+11","Black (Non-Hispanic)","Female","Fatal","9/16/2023 1:30","Yes",45,"E PASTORIUS ST",100,19144,8,14,"East Mt. Airy",201,4,"Theodore Roosevelt School",-75.177152,40.044099,2023
"541","2.02322E+11","Black (Non-Hispanic)","Female","Nonfatal","9/15/2023 19:10","No",24,"N 30TH ST",2000,19121,5,22,"Strawberry Mansion",195,3,"James G. Blaine School",-75.182523,39.986721,2023
"542","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/15/2023 19:10","No",27,"N 30TH ST",2000,19121,5,22,"Strawberry Mansion",195,3,"James G. Blaine School",-75.182523,39.986721,2023
"543","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","9/15/2023 1:05","No",37,"OLD YORK RD",5500,19141,9,35,"Logan",201,3,"Lindley Academy Charter at Birney",-75.144636,40.036944,2023
"544","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","9/14/2023 22:43","Yes",27,"S 30TH ST",100,19104,3,18,"University City",188,8,"Samuel Powel School",-75.183886,39.952577,2023
"545","2.02315E+11","Black (Non-Hispanic)","Male","Fatal","9/14/2023 21:16","No",37,"TULIP ST",6900,19135,6,15,"Wissinoming-Tacony",173,5,"Hamilton Disston School",-75.041312,40.023808,2023
"546","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","9/14/2023 16:09","No",21,"PASCHALL AVE",6200,19142,2,12,"Paschall-Kingsessing",191,8,"Thomas G. Morton School",-75.229578,39.926982,2023
"547","2.02324E+11","White (Non-Hispanic)","Male","Fatal","9/14/2023 3:55","Yes",39,"E MADISON ST",1800,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.111846,39.996788,2023
"548","2323","Other/Unknown","Male","Nonfatal","9/14/2023 0:00","No",NA,"E CLEARFIELD ST",1900,19134,1,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.11385,39.992976,2023
"549","2.02326E+11","White (Non-Hispanic)","Male","Nonfatal","9/13/2023 22:11","Yes",35,"W YORK ST",600,19133,5,26,"Northern Liberties-West Kensington",181,3,"John F. Hartranft School",-75.143234,39.98777,2023
"550","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","9/13/2023 22:11","Yes",34,"W YORK ST",600,19133,5,26,"Northern Liberties-West Kensington",181,3,"John F. Hartranft School",-75.143234,39.98777,2023
"551","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","9/13/2023 22:11","Yes",17,"W YORK ST",600,19133,5,26,"Northern Liberties-West Kensington",181,3,"John F. Hartranft School",-75.143234,39.98777,2023
"552","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","9/13/2023 22:11","Yes",37,"W YORK ST",600,19133,5,26,"Northern Liberties-West Kensington",181,3,"John F. Hartranft School",-75.143234,39.98777,2023
"553","2.02335E+11","Black (Non-Hispanic)","Male","Fatal","9/13/2023 20:21","No",24,"68TH AVE",1600,19126,9,35,"Ogontz",203,4,"Prince Hall School",-75.145447,40.057247,2023
"554","2.02325E+11","Black (Non-Hispanic)","Male","Fatal","9/12/2023 23:11","No",43,"N 6TH ST",3500,19140,7,25,"Hunting Park-Fairhill",197,3,"Bayard Taylor School",-75.139532,40.004669,2023
"555","2.02316E+11","Black (Non-Hispanic)","Male","Fatal","9/12/2023 21:01","No",35,"N 37TH ST",700,19104,3,16,"Mill Creek-Parkside",195,7,"Morton McMichael School",-75.196732,39.967393,2023
"556","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","9/12/2023 10:08","Yes",20,"WOODLAND AVE",6200,19142,2,12,"Paschall-Kingsessing",191,8,"Thomas G. Morton School",-75.230751,39.928019,2023
"557","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","9/12/2023 0:07","No",31,"SUMMER ST",5500,19139,4,19,"Haddington-Overbrook",190,7,"Universal Charter School at Daroff",-75.231793,39.964804,2023
"558","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","9/11/2023 19:45","No",37,"S 7TH ST",2300,19148,1,3,"Snyder-Whitman",184,1,"Francis S. Key School",-75.158718,39.920271,2023
"559","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","9/11/2023 16:52","No",17,"JUDSON ST",2900,19132,8,39,"Nicetown-Tioga",197,3,"Thomas M. Peirce School",-75.169297,40.000296,2023
"560","2.02325E+11","Black (Non-Hispanic)","Female","Nonfatal","9/11/2023 16:22","Yes",34,"W ANNSBURY ST",600,19140,7,25,"Logan",197,3,"Cayuga School",-75.137,40.020402,2023
"561","2.02324E+11","Hispanic (Black or White)","Male","Nonfatal","9/11/2023 2:59","No",18,"E CLEARFIELD ST",700,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.117568,39.995368,2023
"562","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","9/11/2023 1:41","No",19,"W ERIE AVE",1100,19140,5,25,"Hunting Park-Fairhill",197,3,"Mary M. Bethune School",-75.145962,40.008591,2023
"563","2.02302E+11","Hispanic (Black or White)","Male","Nonfatal","9/11/2023 0:49","Yes",31,"FANSHAWE ST",1400,19111,9,2,"Oxford Circle",202,2,"J. Hampton Moore School",-75.074829,40.042635,2023
"564","2.02324E+11","White (Non-Hispanic)","Female","Nonfatal","9/10/2023 16:50","Yes",34,"LEWIS ST",2800,19137,6,24,"Richmond-Bridesburg",177,5,"Bridesburg School",-75.08073,39.991972,2023
"565","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","9/10/2023 5:17","No",31,"REGENT SQ",4200,19104,3,18,"University City",188,8,"Sadie Alexander School",-75.207037,39.94757,2023
"566","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","9/10/2023 3:23","Yes",39,"RICHMOND ST",3100,19134,1,24,"Richmond-Bridesburg",177,1,"Richmond School",-75.101688,39.982909,2023
"567","2.02326E+11","Hispanic (Black or White)","Male","Fatal","9/10/2023 2:49","No",37,"N FRANKLIN ST",2600,19133,5,26,"Northern Liberties-West Kensington",197,3,"John F. Hartranft School",-75.144401,39.99252,2023
"568","2.02326E+11","Hispanic (Black or White)","Male","Nonfatal","9/10/2023 2:49","No",32,"W LEHIGH AVE",700,19133,5,26,"Northern Liberties-West Kensington",197,3,"John F. Hartranft School",-75.144346,39.992513,2023
"569","2.02325E+11","Hispanic (Black or White)","Female","Nonfatal","9/9/2023 22:39","Yes",18,"N 7TH ST",3100,19133,5,25,"Hunting Park-Fairhill",197,3,"Potter-Thomas School",-75.142523,39.998647,2023
"570","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","9/9/2023 22:22","Yes",52,"E ASHMEAD ST",200,19144,8,14,"Germantown",198,4,"Mastery Charter School at Wister",-75.164475,40.033649,2023
"571","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","9/9/2023 4:17","No",39,"GREENWAY AVE",6500,19142,2,12,"Paschall-Kingsessing",191,8,"Joseph W. Catharine School",-75.235606,39.926624,2023
"572","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","9/8/2023 17:49","Yes",24,"N ALLISON ST",1600,19131,4,19,"Haddington-Overbrook",192,7,"Edward Heston School",-75.233173,39.9777,2023
"573","2.02312E+11","Black (Non-Hispanic)","Female","Fatal","9/7/2023 21:49","No",80,"BROOMALL ST",5700,19143,3,12,"Paschall-Kingsessing",188,8,"Add B. Anderson School",-75.235522,39.942492,2023
"574","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/7/2023 13:03","No",34,"EDGLEY ST",2900,19121,5,22,"Strawberry Mansion",195,3,"Richard R. Wright School",-75.18065,39.988229,2023
"575","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/7/2023 13:03","No",30,"EDGLEY ST",2900,19121,5,22,"Strawberry Mansion",195,3,"Richard R. Wright School",-75.18065,39.988229,2023
"576","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","9/7/2023 13:03","No",21,"EDGLEY ST",2900,19121,5,22,"Strawberry Mansion",195,3,"Richard R. Wright School",-75.18065,39.988229,2023
